asin,text,title,location_and_date,verified,rating
B00NLZUM36,My GrandSon Loves the keyboard.,My GrandSon is Happy ❤️,"Reviewed in the United States on March 20, 2023",True,5.0
B00NLZUM36,My son uses this setup for his PC games.  he loves it.,the same as the expensive keyboards,"Reviewed in the United States on March 14, 2023",True,5.0
B00NLZUM36,The keys sound good the mouse is actually bigger than expected and clicks smoothly. Love the lights and dont have any problems with it.,Amazing,"Reviewed in the United States on March 6, 2023",True,5.0
B00NLZUM36,You get what you pay for. Mouse dpi seems slow though. Couldn't adjust or it would have been 5 stars.,Great for the price,"Reviewed in the United States on February 24, 2023",True,4.0
B00NLZUM36,I have definitely enjoyed my purchase of the keyboard. It has exceeded all expectations. The mouse is awesome.,Great keyboard,"Reviewed in the United States on March 6, 2023",True,5.0
B00NLZUM36,I like the keyboard and the mouse.  Probably more the mouse as it is just the colors I wanted the keyboard would be better if you could eliminate colors you don't want.  The different patterns are nice though.,Neat keyboard and mouse,"Reviewed in the United States on February 18, 2023",True,5.0
B00NLZUM36,This keyboard is smooth and easy to use. Colors are pretty bright. Easy to game with!,Smooth & Easy To Use,"Reviewed in the United States on March 3, 2023",True,5.0
B00NLZUM36,"I like the different lighting functions, but honestly I don’t mess with the different functions too much. The mouse is smooth and fits nicely in my hand. The mouse goes on sporadically even when the computer is off, maybe I’m doing something wrong but I usually just unplug and plug back in. The keys on the keyboard are comfortable. Good set up.",Good keyboard,"Reviewed in the United States on February 5, 2023",True,5.0
B00NLZUM36,"Kind of soft / quiet keys, yet appears tough. No complains.",no issues,"Reviewed in the United States on March 6, 2023",True,5.0
B00NLZUM36,"Estoy satisfecha con la compra, se puede modificar fácil la intensidad y color de las teclas hasta el momento ha funcionado muy bien, tanto el teclado, como el mouse. Puedo digitar a buena velocidad sin ghosting.","Tal como se promociona, el sonido de las teclas es discreto, pero satisfactorio","Reviewed in the United States on February 13, 2023",True,5.0
B00NLZUM36,", it doesn't feel like a mechanic keyboard but it is,  for the price is the best you can buy",Is the best for the price,"Reviewed in the United States 🇺🇸 on February 6, 2023",True,4.0
B00NLZUM36,"Let me start by saying, I love this product. I can say with complete honesty, that I do not think you can find a better Mouse/Keyboard combo out there for the price ($27.99 with free 2-day shipping w/ my Prime subscription). Having said that, please understand that you are getting a mouse/keyboard combo on the cheap, and although in this case I don't necessarily agree with the ""you get what you pay for"" sentiment because this has far exceeded my expectations for the price, it is still a $30 combo so keep that in mind when purchasing as not to be disappointed if you are expecting this thing to walk your dog. It does not come with software, does not have macros, etc. (although it does have function keys for your basics like changing volume, media player play/pause, next track, etc.) In other words, it is not full of bells and whistles, but if you are just looking for a solid gaming combo for a low price than you really can't beat this combo.The keyboard has a solid construction despite being all plastic, and the keys have great tactile feedback, probably the best I have experienced for a non-mechanical keyboard. It is precise and responsive. The one complain I have with the keyboard is something other reviewers have already mentioned; the enter key is that strange ""tall"" type that relocates the ""\"" key next to it instead of above it. In my case this is not a big deal at all because I do not use that key often, but I could see it being a problem if I did so you will want to be aware. The ability to swap the arrow and WASD keys is neat, but for me it is just a gimmick as I always use WASD when gaming anyway. With the feet down, the keyboard sits at a nice angle and I have been able to game for periods of 4+ hours without any discomfort.Moving on to the mouse, I bought this combo originally because my Logitech G9 I have been using for the last 5 years got spilled on, and shorted out. I loved that mouse and at the time I paid $70 for it when I bought it. Now that I am married and with a child, I do not have $70 to spend on a mouse, so I came to amazon to look for decent gaming mouse. My budget was $30. After some research I came across this combo. ""#1 best selling keyboard and mouse combo on amazon?"" I thought. I had never heard of this brand and 5 years ago when I bought my Logitech, there was no such thing as an off brand making a quality product so I was a bit skeptical at first. However, after reading the comments I thought... ""What the hell, it's $30. I will give it a shot and if I am not thrilled, I can buy another one once I get my tax return"". Now that I have rambled my story to you I will tell you how I feel about the mouse. Now, I will not lie... It is no G9. That mouse had the perfect set of weights and DPI settings that just felt amazing, but at $70 that was the expectation. With that in mind, I will say that this mouse is the second best mouse I have used. The DPI settings are nice, though for me the highest one is way too fast so I use the middle setting normally, and the lowest setting for precision such as sniping (the buttons on top of the mouse to adjust DPI on demand are great for this). The mouse is very smooth, the left and right click as well as the other buttons all have a great feel to them. I play games that require a very high CPM, so I am jamming on the right click constantly, probably at least 100 times per minute, and it is always responsive and catches every click with ease. The mouse wheel works fine, I have no issue with it... Not much to say here other than that it functions as it should.TL;DR: Both the keyboard and mouse are worth the price alone IMO, to get both for the price is just icing on the cake. I am highly satisfied with my purchase and would strongly recommend this combo to anyone. I have already recommended it to friends if they should ever need an economic solution to replacing any of the gaming keyboards/mice.","You cannot get a better keyboard and mouse combo in this price range, I am certain of it.","Reviewed in the United States 🇺🇸 on January 20, 2016",True,5.0
B00NLZUM36,This is a great starter keyboard for anyone cool lights that change patterns.,Great keyboard,"Reviewed in the United States 🇺🇸 on February 26, 2023",True,5.0
B00NLZUM36,Good,Good,"Reviewed in the United States 🇺🇸 on March 10, 2023",True,5.0
B00NLZUM36,"This was a very good deal. I got it expecting it to last around 6 months before breaking. I was extremely surprised. So far it is the same as on day one. The keys are a little loud, but I don't mind that. The keys have a good feal to them. Also, the lights are very good quality and are easily customized. Just a simple FN and Insert, Home, Page up, Delete, End < or page down button and you have change in lights. You don't have to download some sketchy website to change the colors. The mouse is good and works well. Gives off and receives light well. It is a really great deal that will last you a long time. It works for both gaming, work, and school use. Very smooth. Also, it is easy to change mouse speed. Just one click of a button and you are done. Once again, I am extremely pleased with this product and would defiantly buy it again.",Has lasted me a whole year and a half.,"Reviewed in the United States 🇺🇸 on December 15, 2022",True,5.0
B00NLZUM36,"Works as intended, good price",Decent for the price,"Reviewed in the United States 🇺🇸 on March 4, 2023",True,5.0
B00NLZUM36,Looks better than expectedWorks as promised,Looks and works great,"Reviewed in the United States 🇺🇸 on March 3, 2023",True,5.0
B00NLZUM36,"I needed a keyboard with Numpad but also like occasional gaming. This one looked decent and works fine for intended use. Unfortunately the colored lights reset daily and have to be reset to a preferred single color (unless you like flashing rainbow colors) and it is not a quiet keyboard at all.  It again, for the price it works!",Decent keyboard for the price,"Reviewed in the United States 🇺🇸 on December 31, 2022",True,4.0
B00NLZUM36,This keyboard is comfortable to use and looks nice. Nice addition to a gaming setup.,Nice quality and styling,"Reviewed in the United States 🇺🇸 on February 17, 2023",True,5.0
B00NLZUM36,"This is a great keyboard. My Logitech stopped working after a few years, and I needed a replacement.  I figured I would get the same one but when I looked it up it was 120 dollars that I didn't have.  I saw this one had great reviews and for under 40 dollars I decided to give it a shot.  I spent a lot of time using the computer, and I game a LOT.  It's not clicky, but I can still feel the press of each key when I'm using it.  I love the low profile buttons.  The lighting is beautiful, I rotate through a few of the different colors and lighting effects.  My favorites are the pastel rainbow, and the mode that slowly fades through each color on a rotation. My one and only complaint would be that the finish on the keys is wearing off.  I've only had this for two months now, and as you can see by my picture, the paint on the WASD and space bar is wearing off in places.  The corners of the 2 and 3 buttons are also wearing off as my nail hits against it when I'm hitting my W key.  But again, I game a LOT, as I said.  I am very hard on this thing, so a bit of wear is kind of expected.  If they sell replacement keys I would absolutely buy them because I really enjoy this keyboard. Maybe a gamer pack of keys - WASD and space bar only?",Great budget gaming keyboard,"Reviewed in the United States 🇺🇸 on July 7, 2022",True,4.0
